idx,rsmi,psmi,ea,dh
3346,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[N:1]1=[C:2]([H:8])[C@@:6]2([H:12])[C@@:4]([H:10])([C:3]1([H:7])[H:9])[N:5]2[H:11],48.4543128539493,-52.884318985266900
3347,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@:6]2(/[C:4](=[N:5]/[H:11])[H:10])[H:12],42.9233487430281,-15.9542357461336
3348,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C:4]([H:10])([H:12])[N:5]([H:11])[C:6]2,55.99902847195,-18.930404868640800
3349,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[N:1]1([H:7])[C@@:2](/[C:6](=[N:5]\[H:11])[H:12])([H:8])[C@@:3]1([C:4][H:10])[H:9],48.64568851481460,29.079146282792600
3350,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[H:7][H:11].[N:1]1=[C:3]([H:9])[C@:2]1([C@@:6]1([H:12])[C:4]([H:10])=[N:5]1)[H:8],47.95172934637880,12.2904585478271
3351,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[H:10][H:12].[N:1]1([H:7])[C@:2]2([H:8])[C@@:3]1([H:9])[C+:4][N:5]([H:11])[C-:6]2,80.27404751893950,57.8040865518774
3352,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[H:8][H:12].[N:1]1([H:7])[C-:2][C@:3]1([C@:4]1([H:10])[N:5]([H:11])[C+:6]1)[H:9],119.99984379687100,72.66954264733220
3353,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[N:1]1([H:7])[C:2]([H:8])=[C:6]([H:12])[N:5]([H:11])[C:4]([H:10])=[C:3]1[H:9],41.7387250049109,-58.18851991743530
3354,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12],[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@:6]2([N:5]([C:4][H:10])[H:11])[H:12],62.09072358182420,25.492556778019500
3355,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9].[H:10][H:11],80.5292448846673,7.126302958633290
3356,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:4]([C:5]([N:6]([H:11])[H:15])([H:13])[H:14])([H:10])[H:12])([H:7])([H:8])[H:9],39.8922986012528,-26.4910621158912
3357,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([N:6]([C@@:4]1([H:12])[C@:2]([O:3][H:11])([H:10])[C:5]1([H:13])[H:14])[H:15])([H:7])([H:8])[H:9],97.0552538545779,4.7499367351755200
3358,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])(/[C:4](=[N:6]/[C:5]([H:13])([H:14])[H:15])[H:12])[H:10])([H:7])([H:8])[H:9],58.896196002486700,-16.4394058604681
3359,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C-:5]([H:14])[N+:6]1([H:13])[H:15])[H:10])([H:7])([H:8])[H:9],66.1205282428156,45.258069374558100
3360,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C:4]([N:6]([C:5][H:13])[H:15])([H:12])[H:14])[H:10])([H:7])([H:8])[H:9],69.9547447897496,27.4393694620433
3361,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C:4][N:6]([C:5]([H:12])([H:13])[H:14])[H:15])[H:10])([H:7])([H:8])[H:9],66.157230095842,26.0265066559763
3362,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:4]1\[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9].[O:3]([H:11])[H:12],70.2655306501242,18.3260904246429
3363,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]([H:13])[H:14])([N:6]([H:11])[H:15])[H:12],48.3038767445928,-13.817160747950900
3364,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C:4]([N:6]=[C:5]([H:13])[H:14])([H:12])[H:15])[H:10])([H:7])([H:8])[H:9],62.520250201449600,-11.7527081343558
3365,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:8])[H:9].[O:3]([H:7])[H:11],61.2449021239625,13.7078799348406
3366,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2]([O:3][H:11])=[C:4](\[C:5]([N:6]([H:10])[H:15])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],69.2669294866583,-11.277430019682700
3367,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[H:10])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:8])[H:9].[H:7][H:11],91.95131725839860,14.592588875942100
3368,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:4]1([H:12])[C@:2]([O:3][H:11])([H:10])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],79.18837770938960,1.11733912713287
3369,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C+:4]([N:6]([C-:5]([H:13])[H:14])[H:15])[H:12])[H:10])([H:7])([H:8])[H:9],43.2356514040956,17.2428435157249
3370,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:10].[C:2]([O:3][H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15],68.0359428818976,49.12756188194760
3371,[C:1]([O:2][C:3](=[O:4])[N:5]([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:2][H:9])([H:6])([H:7])[H:8].[C:3](=[O:4])=[N:5][H:10],44.568363435550400,18.1922055446633
3372,[C:1]([O:2][C:3](=[O:4])[N:5]([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:2]/[C:3]([O:4][H:10])=[N:5]\[H:9])([H:6])([H:7])[H:8],46.0727978215355,21.9401119287922
3373,[C:1]([O:2][C:3](=[O:4])[N:5]([H:9])[H:10])([H:6])([H:7])[H:8],[C:1](=[O:2])([H:6])[H:8].[C:3](=[O:4])=[N:5][H:10].[H:7][H:9],65.94369662731200,31.967142910303100
3374,[C:1]([O:2][C:3](=[O:4])[N:5]([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:2][N:5]=[C:3]=[O:4])([H:6])([H:7])[H:8].[H:9][H:10],103.302628360184,69.38370461897740
3375,[C:1]([O:2][C:3](=[O:4])[N:5]([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:2][C:3]=[O:4])([H:6])([H:7])[H:8].[N:5]([H:9])[H:10],108.79293511999700,94.2344308439526
3376,[C:1](#[C:2][C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],[C:1](#[C:2][C:3]([N+:5]#[C-:4])([H:7])[H:8])[H:6],58.262819341718,22.081134760554100
3377,[C:1](#[C:2][C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],[C:1](#[C:2][C:3](=[C:4]=[N:5][H:7])[H:8])[H:6],70.2789391528989,14.1024655511655
3378,[C:1](#[C:2][C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],[C:1](=[C:2]=[C:3]([C:4]#[N:5])[H:8])([H:6])[H:7],58.5880433544734,-10.9831642097435
3379,[C:1](#[C:2][C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],[C:1](=[C:2]=[C:3]([H:7])[H:8])([N+:5]#[C-:4])[H:6],89.5421404571716,11.9147277620411
3380,[C:1](#[C:2][C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],[C:1](/[C:2](=[C:3](\[C:4]#[N:5])[H:8])[H:7])[H:6],58.56901212946240,49.087926548752600
3381,[C:1](#[C:2][C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],[C:1](=[C:2])([C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],58.86129998670430,44.581548572417
3382,[C:1](#[C:2][C:3]([C:4]#[N:5])([H:7])[H:8])[H:6],[C:1](#[C:2][N:5]=[C:4]=[C:3]([H:7])[H:8])[H:6],106.64345158002400,20.689112888198
3383,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:13])([C@@:4]([C:5][H:14])([O:6][H:11])[H:12])[H:10])([H:7])([H:8])[H:9],58.90181247207720,58.22724504212070
3384,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C@@:4]1([C:5]([O:6][H:11])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],43.0418036511466,-1.26483350552492
3385,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C:4]([O+:6]=[C-:5][H:14])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],74.3344685342432,43.2686243608758
3386,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1](/[C:4](=[C:2](/[O:3][H:11])[H:10])[H:12])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:13])[H:14],64.03372972953430,-7.402731843523520
3387,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])[H:8].[H:9][H:10],98.5427317948625,17.995564770831600
3388,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:4]1\[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9].[O:3]([H:11])[H:12],69.6551831571742,15.6253219109028
3389,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][H:11])[H:10])([H:7])[H:8].[C:4]([C:5]([H:9])([H:13])[H:14])(=[O:6])[H:12],62.3705633361483,-13.732250973463500
3390,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:12].[C:2](\[O:3][H:11])(=[C:4]1\[C:5]([H:13])([H:14])[O:6]1)[H:10],82.121783551572,21.691992797044900
3391,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C-:4]=[O+:6][C:5]([H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],73.4395382122262,35.96216695140540
3392,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2]([O:3][H:11])=[C:4](\[C:5]([O:6][H:10])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],55.9783537447608,-11.846667985643600
3393,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C@@:4]([O:6][O:3][H:11])([H:12])[C:5]1([H:13])[H:14])([H:7])([H:8])[H:9],103.106568157409,47.9489232240196
3394,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C-:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:14])=[O+:6]1)[H:10].[C:1]([H:7])([H:8])([H:9])[H:13],91.0852790587668,83.8590986650218
3395,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@:2]1([O:3][H:11])[C@:4]2([H:12])[C@@:5]1([H:14])[O:6]2)([H:7])([H:8])[H:9].[H:10][H:13],81.3812055664141,51.542181347330800
3396,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C:4][C:5]([O:6][H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],65.5956109345361,61.768951297617500
3397,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C@@:4]([O:3][H:11])([H:12])[O:6][C:5]1([H:13])[H:14])([H:7])([H:8])[H:9],78.0910396310463,-8.54125790647507
3398,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([O:6][C:5]([C:4][H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],90.5167444512493,67.3149062208869
3399,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@:2]([C:4](=[C:5]([H:13])[H:14])[H:12])([O:6][O:3][H:11])[H:10])([H:7])([H:8])[H:9],112.23538680360600,42.5933438994365
3400,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:10].[C:2]([O:3][H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1,73.6813930848637,53.8794348858239
3401,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C:4](=[O+:6][C-:5]([H:13])[H:14])[H:12])[H:10])([H:7])([H:8])[H:9],53.862600340437800,38.0500199020293
3402,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9].[H:10][H:11],80.7746859749448,5.41131140149452
3403,[O:1]([C:2]([C:3]([C:4]#[N:5])([H:9])[H:10])([H:7])[H:8])[H:6],[O:1]([C:2]([C:3]([N+:5]#[C-:4])([H:9])[H:10])([H:7])[H:8])[H:6],60.3546308016667,21.7102883366568
3404,[O:1]([C:2]([C:3]([C:4]#[N:5])([H:9])[H:10])([H:7])[H:8])[H:6],[C:2](=[C:3]([C:4]#[N:5])[H:10])([H:7])[H:8].[O:1]([H:6])[H:9],51.9236704660451,11.977395430192700
3405,[O:1]([C:2]([C:3]([C:4]#[N:5])([H:9])[H:10])([H:7])[H:8])[H:6],[O:1]([C:2]([C:3](=[C:4]=[N:5][H:9])[H:10])([H:7])[H:8])[H:6],81.32396571490630,23.141351983211100
3406,[O:1]([C:2]([C:3]([C:4]#[N:5])([H:9])[H:10])([H:7])[H:8])[H:6],[H:6][H:7].[O:1]=[C:2]([C:3]([C:4]#[N:5])([H:9])[H:10])[H:8],81.9424136023398,9.172380652701610
3407,[O:1]([C:2]([C:3]([C:4]#[N:5])([H:9])[H:10])([H:7])[H:8])[H:6],[O:1]([C:2]([N:5]=[C:4]=[C:3]([H:9])[H:10])([H:7])[H:8])[H:6],61.816659386437900,20.281628020221100
3408,[O:1]([C:2]([C:3]([C:4]#[N:5])([H:9])[H:10])([H:7])[H:8])[H:6],[O:1]1[C:2]([H:7])([H:8])[C:3]([H:9])([H:10])/[C:4]1=[N:5]/[H:6],67.761946900838,5.921682083007690
3409,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C:5]([C:4]([O+:3]=[C-:2][H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9],60.199687440987300,45.6346312288359
3410,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:12])=[C:5]1[O:6][H:11])([H:7])([H:8])[H:9],73.65714588039260,25.122107640053700
3411,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C+:2]=[C:5]([C:4]([O:3][H:10])([H:11])[H:12])[O-:6])([H:7])([H:8])[H:9],57.855082347035500,53.96307677986
3412,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][C:4]([C:5](=[O:6])[H:8])([H:11])[H:12])[H:10])([H:7])[H:9],70.9779995511845,5.8347274702491
3413,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C-:5]=[O+:6]1)([H:7])([H:8])[H:9].[O:3]=[C:4]([H:11])[H:12],71.3030473504384,61.5863673359311
3414,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C@:4]2([H:11])[C@@:5]1([H:12])[O:6]2)([H:7])([H:8])[H:9],56.5039742838214,29.4792062697357
3415,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C:5](=[C:2]([O+:3]=[C:4]([H:11])[H:12])[H:10])[O-:6])([H:7])([H:8])[H:9],60.395352728694,31.1197297942452
3416,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:10].[C:2]1=[O+:3][C:4]([H:11])([H:12])[C:5]=1[O-:6],72.7159394813136,62.3539561557525
3417,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:5]([O:6][H:10])[C:4]([H:11])([H:12])[O:3]1)([H:7])([H:8])[H:9],70.6370452503925,23.4392984607079
3418,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O+:3]=[C-:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],55.174377324683700,48.36588237391280
3419,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]=[O:6])([H:11])[H:12],46.0942915352717,-5.977700440105320
3420,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1](=[C:2]([C:5]([C:4]([O:3][H:8])([H:11])[H:12])=[O:6])[H:10])([H:7])[H:9],53.5008182521236,-1.63901890882922
3421,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C-:2]=[O+:3][C:4]([C:5](=[O:6])[H:10])([H:11])[H:12])([H:7])([H:8])[H:9],51.0414349834118,44.1809154872011
3422,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([C@@:2]1([H:10])[O:3][C:4]1([H:11])[H:12])([H:7])([H:8])[H:9],81.09021734284860,8.46092277421812
3423,[C:1]([C:2]([C:3]#[C:4][C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C-:3]=[C:4]1[C+:5]=[C:6]1[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],54.4134381595589,51.0097215799181
3424,[C:1]([C:2]([C:3]#[C:4][C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]=[C:4]=[C:5]=[C:6]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9],69.2752558745397,-4.430899829621130
3425,[C:1]([C:2]([C:3]#[C:4][C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([C-:4]=[C:5]=[C+:6][H:12])[H:11])[H:10])([H:7])([H:8])[H:9],60.9306953427296,37.5417949070439
3426,[C:1]([C:2]([C:3]#[C:4][C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]12[C:4]3=[C:5]1[C:6]23[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],93.5903592925738,68.9372986810908
3427,[C:1]([C:2]([C:3]#[C:4][C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:4](=[C:3]=[C:2]([H:10])[H:11])[C:5]#[C:6][H:12])([H:7])([H:8])[H:9],74.2557901060514,1.7226785917261400
3428,[C:1]([C:2]([C:3]#[C:4][C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:4](=[C:3])[C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],60.64645744223480,53.5224032451794
3429,[C:1]([C:2]([C:3]#[C:4][C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[C+:4][C:5]#[C-:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],100.212427909498,40.8039502640468
3430,[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:13])([H:14])[N:5]1[C:6]([H:15])([H:16])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([N:5]([C:4]([C:3](=[C:2]([H:10])[H:11])[H:12])([H:13])[H:14])[C:6]([H:15])([H:16])[H:17])([H:7])([H:8])[H:9],89.8987503426794,-2.4525043871868400
3431,[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:13])([H:14])[N:5]1[C:6]([H:15])([H:16])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C-:3]1[C:4]([H:13])([H:14])[N+:5]1([C:6]([H:15])([H:16])[H:17])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],70.8362945053502,50.3226254926835
3432,[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:13])([H:14])[N:5]1[C:6]([H:15])([H:16])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:3]1([H:12])[C-:4]([H:14])[N+:5]1([C:6]([H:15])([H:16])[H:17])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],62.3717841594315,51.0368275668373
3433,[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:13])([H:14])[N:5]1[C:6]([H:15])([H:16])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3][C:4]([N:5]([C:6]([H:15])([H:16])[H:17])[H:12])([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],70.83732224557060,60.870931967837700
3434,[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:13])([H:14])[N:5]1[C:6]([H:15])([H:16])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[N+:5]([C-:4]([H:13])[H:14])[C:6]([H:15])([H:16])[H:17])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],38.28425069453970,18.4498421175545
3435,[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:13])([H:14])[N:5]1[C:6]([H:15])([H:16])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:14])=[N+:5]1[C-:6]([H:16])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9].[H:13][H:15],70.6875411499349,56.5444775960314
